k[h/Mpc] GK(z=0.00) GK(z=0.46) GK(z=0.98) GK(z=1.89) GK(z=2.629)
0.06 1.07408166286 1.0963477673 1.10777451687 1.11078295812 1.10712910659
0.079595959596 1.0285360211 1.06460778696 1.08581829018 1.09745758322 1.09716975789
0.0991919191919 1.02012153378 1.06115278814 1.0859480301 1.09937188861 1.09907631871
0.118787878788 0.99677016698 1.04117331049 1.0708055437 1.08961046708 1.09167793651
0.138383838384 0.96392804437 1.02299738806 1.06029670454 1.08331604408 1.08640956671
0.15797979798 0.99855687693 1.05387910192 1.08494367775 1.09886715973 1.09714998152
0.177575757576 0.96123843003 1.03073371008 1.07344953982 1.09549091243 1.09572591383
0.197171717172 0.956703478228 1.03092082309 1.07307470074 1.0938177609 1.09356739232
0.216767676768 0.948552967429 1.03021441239 1.07649096917 1.09594520625 1.09379321983
0.236363636364 0.963116206638 1.04860256054 1.09468541559 1.11185483099 1.10696284749
0.25595959596 0.948882223402 1.04285959521 1.09397239007 1.11179254238 1.1060308321
0.275555555556 0.929439029663 1.03104066991 1.08859920228 1.11149967211 1.10707677875
0.295151515152 0.921853602365 1.04316140108 1.10847124533 1.12633504544 1.11655493109
0.314747474747 0.914345516873 1.04734874299 1.11455455847 1.13146058814 1.12042928303
0.334343434343 0.897433776493 1.02701420656 1.1018682932 1.12876672918 1.12059960237
0.353939393939 0.88374642843 1.0238559673 1.10588570693 1.13443085287 1.12486229948
0.373535353535 0.863930571751 1.01714570665 1.1061984123 1.13585522319 1.12584183245
0.393131313131 0.8428943492 1.00773518648 1.10382455666 1.13648343368 1.12672324948
0.412727272727 0.830581050898 1.00864394042 1.11113206727 1.14597570517 1.13407284233
0.432323232323 0.816701896049 0.997666562303 1.11135552173 1.14905852271 1.13598216815
0.451919191919 0.793017416255 0.988916862317 1.11140390521 1.15225775462 1.13898668419
0.471515151515 0.765935805759 0.981664278874 1.10995679912 1.15433847633 1.1420088694
0.491111111111 0.757153469255 0.975432603021 1.0985925995 1.14792852749 1.14040434997
0.510707070707 0.744292478391 0.96363168347 1.08885448824 1.1450014513 1.14011173702
0.530303030303 0.727720903586 0.946764106045 1.08059572206 1.14524294255 1.14101264004
0.549898989899 0.701773542614 0.928451470679 1.07903150243 1.14955215193 1.14412509817
0.569494949495 0.673733970209 0.909816369903 1.07896117424 1.15476907467 1.14773106594
0.589090909091 0.64978648285 0.892975703989 1.06559305465 1.15124067612 1.14898431836
0.608686868687 0.625591675249 0.876332752842 1.05273361025 1.14770471053 1.15005386588
0.628282828283 0.597048008683 0.862953894313 1.04902344293 1.14440780323 1.14811936484
0.647878787879 0.568504342117 0.849575035784 1.04531327561 1.14111089592 1.14618486381
0.667474747475 0.546978555486 0.832578981663 1.03103586397 1.13839820797 1.14455632076
0.687070707071 0.525562805891 0.815526211628 1.01659276295 1.1356946803 1.14293257498
0.706666666667 0.501459541323 0.79892473833 1.00602009604 1.13371498634 1.1413938646
0.726262626263 0.476575390545 0.782454394124 0.996572025154 1.13194561 1.13987986217
0.745858585859 0.451377390227 0.76369644071 0.986991554424 1.12817420106 1.13756583792
0.765454545455 0.425741556648 0.741747176559 0.977226380362 1.12160987271 1.1341357497
0.785050505051 0.400105723069 0.719797912408 0.9674612063 1.11504554436 1.13070566148
0.804646464646 0.380741307508 0.700228158395 0.956211220345 1.10830114045 1.12724066919
0.824242424242 0.362052680777 0.680914813119 0.9448012356 1.10153733215 1.12377191574
0.843838383838 0.342532003847 0.662086928474 0.933245248403 1.09462001489 1.12019763642
0.863434343434 0.320059902646 0.644981055663 0.921171365552 1.08715817514 1.11624903878
0.88303030303 0.297587801445 0.627875182852 0.9090974827 1.07969633539 1.11230044115
0.902626262626 0.276340542605 0.609185658055 0.896505971899 1.07296612355 1.10766061399
0.922222222222 0.25729085761 0.587654794413 0.882985749223 1.06754857563 1.10178060446
0.941818181818 0.238241172615 0.566123930771 0.869465526546 1.06213102772 1.09590059492
0.961414141414 0.219191662833 0.545703977874 0.855902866852 1.05572790776 1.09042768445
0.98101010101 0.200142552946 0.527819487169 0.842243351982 1.0470753896 1.08588390739
1.00060606061 0.181093443059 0.509934996464 0.828583837111 1.03842287143 1.08134013034
1.0202020202 0.161802044522 0.492129820691 0.81490755743 1.02976888845 1.07669837837
1.0397979798 0.137647799731 0.475916532608 0.80089480018 1.02108550584 1.07009022434
1.05939393939 0.113493554939 0.459703244525 0.78688204293 1.01240212323 1.06348207031
1.07898989899 0.089339310147 0.443489956443 0.77286928568 1.00371874061 1.05687391628
1.09858585859 0.0666366778485 0.426501615542 0.75985572835 0.993686466286 1.05038327625
1.11818181818 0.0450172840844 0.408934906046 0.747587805175 0.982647606877 1.04398032882
1.13777777778 0.0233978903202 0.39136819655 0.735319882001 0.971608747468 1.03757738139
1.15737373737 0.00177849655599 0.373801487055 0.723051958826 0.960569888059 1.03117443397
