k[h/Mpc] G2(z=0.00) G2(z=0.50) G2(z=1.00) G2(z=2.00) G2(z=3.00) 
0.430068 3.79982584266 3.8088874104 3.60794719836 3.22365658402 2.91172276136 
0.440262 3.83410912572 3.78274882238 3.64675201422 3.28030484302 2.93283526368 
0.450176 3.98495689366 3.81273426454 3.66571330964 3.29936120498 2.96273057074 
0.459999 3.93819338744 3.88787756144 3.6672778145 3.32471583154 2.98242043868 
0.470028 3.95897977928 3.9015274431 3.71970571992 3.3551583937 3.0120034137 
0.480032 4.0319038182 3.94740263856 3.75967906852 3.37410137312 3.01889947476 
0.490024 4.03914616308 3.9113764553 3.77583913944 3.41941175782 3.06718090096 
0.500102 3.9821999048 3.90899431294 3.84660604788 3.4835037749 3.09029924648 
0.509969 3.97341757404 4.07500004058 3.87124706318 3.488814478 3.1115414832 
0.51993 4.06031060012 3.98147034752 3.8689360761 3.56898642598 3.16648364618 
0.530046 3.98220649606 4.06756147196 3.948316959 3.58412803434 3.1644937367 
0.539975 4.03952185652 4.07652548784 3.99017151214 3.59841285824 3.18136630104 
0.550027 4.13693241648 4.07162256908 4.02204643576 3.65279471598 3.22181596678 
0.56014 3.98003135282 4.1720969994 4.05071495386 3.65661876824 3.23498402124 
0.570079 3.934212023 4.15034672814 4.11255931906 3.6867385313 3.2479095495 
0.580051 4.17404264338 4.14633796042 4.08335357836 3.72449616914 3.28597978644 
0.589901 4.02949526822 4.24550583864 4.12973110838 3.78051643378 3.3182821367 
0.599904 4.0082653762 4.2354360082 4.17102303688 3.78392851584 3.31397474456 
0.610083 3.96462402514 4.19856872382 4.20417483596 3.8375364604 3.37419290244 
0.620024 4.03291099294 4.2383872631 4.26955330976 3.8432250903 3.36095547328 
0.629958 3.99279450068 4.30097886498 4.2353760611 3.86529127038 3.40588826436 
0.640077 4.00444896212 4.30625541198 4.25568777982 3.90089577844 3.44051002378 
0.650017 4.00393504512 4.34944577036 4.31336343028 3.9311672661 3.44664902134 
0.659905 4.02352440196 4.3387835958 4.26151978004 3.9893218084 3.4886950595 
0.669906 4.05811332426 4.29599541164 4.3489664832 3.99032941194 3.52682686 
0.680035 3.99566051416 4.39535321266 4.33900869496 4.04305120386 3.53562735886 
0.690038 3.9337930838 4.35731619618 4.34537133342 4.06244170026 3.5746118294 
0.699992 3.94198456034 4.35915898276 4.38003477392 4.0794645406 3.60077753456 
0.710052 3.95711905278 4.29038477916 4.4432960548 4.14578144794 3.62113519964 
0.719968 4.08653244764 4.32162017222 4.45034718968 4.14540896294 3.59991913572 
0.729958 4.02386378592 4.2939716433 4.47159622102 4.20397664156 3.65851957968 
0.740093 3.95047310304 4.38763360508 4.5109358929 4.22858393956 3.68179400744 
0.75004 3.8505573243 4.31450076704 4.49799875336 4.27872727122 3.72604796784 
0.759941 3.90324836752 4.33091223416 4.54450179728 4.25782970556 3.73167554458 
0.769961 3.9401591396 4.3438935477 4.57355982578 4.30346628126 3.74099480534 
0.780084 3.83712529978 4.31869562126 4.63159802214 4.33109700052 3.78376964586 
0.790111 3.84349208834 4.39397082838 4.55475146364 4.34492337274 3.79150407874 
0.799975 3.86774755764 4.30987536176 4.60848033616 4.3589362742 3.84991888754 
0.809993 3.90828258776 4.3151331879 4.63912689542 4.42609422058 3.86743807642 
0.820129 3.67009940016 4.41855793994 4.59706839914 4.43643472006 3.90471354568 
0.830105 3.77528377014 4.38941884918 4.6548610473 4.46050969242 3.91980765768 
0.840072 3.76289270386 4.44625092412 4.5867501295 4.5051523038 3.9448449824 
0.850086 3.85797181426 4.28836931206 4.65759145634 4.51578982364 3.96184696078 
0.86004 3.74852169394 4.32969821664 4.68493846448 4.57557112086 3.9753441073 
0.869954 3.80100179778 4.31203567394 4.70721832124 4.54493432022 4.02023644364 
0.879952 3.6736739089 4.28349672612 4.68478416034 4.6174537431 4.03692995466 
0.890005 3.65575656682 4.4008971543 4.68941092418 4.6464093396 4.05917508642 
0.899963 3.59112978174 4.26303068998 4.71312798966 4.64655272344 4.08409876134 
0.909992 3.69447928734 4.21985997108 4.7603778684 4.70169332166 4.1260009906 
0.920118 3.70221292852 4.30130150924 4.72117407696 4.70816711304 4.14043230816 
0.930107 3.59846542158 4.20406945598 4.73246347266 4.7867817824 4.13671676014 
0.94006 3.45831757178 4.3089758532 4.70884913478 4.76238871244 4.19190005626 
0.950045 3.45974681262 4.29510103572 4.73763172014 4.79565655866 4.19572872996 
0.960026 3.32495095464 4.22600633904 4.79965240908 4.82412022694 4.22771243304 
0.970042 3.4955444823 4.18256216426 4.79801718512 4.86127619442 4.25672058348 
0.979951 3.49202645202 4.11950411488 4.7993089151 4.86251957412 4.27676262226 
0.989966 3.25380141296 4.2298719675 4.70969938016 4.86276029132 4.31250351116 
0.999986 3.26013721298 4.30077323672 4.73934047806 4.88943927012 4.33929167512 
1.00994 3.4658716851 4.04595471774 4.82947870222 4.90878685226 4.39950552102 
1.02005 3.33739182474 4.07846586138 4.86054431354 4.97716342352 4.36177927214 
1.0301 3.31914743722 4.01243298214 4.74910776482 5.05770855154 4.39918284358 
1.04002 3.4506032119 4.0541312671 4.75652880086 5.0475391442 4.40678276074 
1.04999 3.20810145902 4.01190392034 4.82868752216 5.0205308622 4.46104473986 
1.06004 3.0413195876 4.04076823508 4.80156799002 5.08802497136 4.47153569438 
1.0701 3.28557274178 3.99041847848 4.76583663066 5.09790928658 4.49541780748 
1.08007 3.0672703972 3.98083276828 4.82766875754 5.08387972276 4.5224208018 
1.08999 3.07565798128 3.98581287798 4.79337826822 5.15149193742 4.55302422126 
1.09996 3.02901299724 3.99677214728 4.76885558298 5.12478399074 4.55169326778 
1.10995 3.101554644 3.96854634622 4.80885358864 5.1440923393 4.58241892508 
1.11998 3.00552439594 3.91696625664 4.81732526604 5.15368776534 4.62373591212 
1.13004 3.02102763758 3.88167521324 4.82034209144 5.23895445282 4.64507557202 
1.14007 3.0778965505 3.89726739572 4.76715403546 5.22654658622 4.66248805348 
1.15001 2.74144941546 3.8619804393 4.8357512549 5.2407685536 4.68573005522 
1.15998 2.84635076934 3.86608898532 4.79355944724 5.24140078906 4.71041801268 
1.17005 2.86010918134 3.81604679698 4.77329686892 5.28816455214 4.7360628028 
1.18004 2.91255633384 3.70333107738 4.77563154118 5.32810945054 4.75017963222 
1.19 2.81210395114 3.77090400338 4.80035189094 5.33217260906 4.8026578912 
1.20002 2.73210145394 3.63563586898 4.8292853163 5.35837220442 4.80099911652 
1.21003 2.79058594152 3.63528551736 4.77950710708 5.36317932108 4.84821728498 
1.21999 2.74931965578 3.5833125246 4.89925934012 5.354887003 4.85496030078 
1.23001 2.80087462024 3.5956765335 4.75929900084 5.38678111306 4.83662036762 
1.24001 2.69138160756 3.61928195734 4.70431975146 5.42997571076 4.88936467716 
1.24996 2.65901702856 3.70036199742 4.75100756006 5.440044094 4.89873366594 
1.25997 2.57843028358 3.54295565504 4.73310552512 5.45209103734 4.95798397018 
1.27007 2.73688754268 3.57319485236 4.7342149289 5.46407099236 4.97067271138 
1.28011 2.57017323544 3.47081059222 4.76669168814 5.46543457486 4.98836798572 
1.29005 2.58735760976 3.53121142404 4.69655975706 5.50563907088 5.00912016998 
1.29999 2.4835003038 3.5751605066 4.686375828 5.5367164574 5.04464538748 
1.31 2.4722244312 3.39150333134 4.76707887394 5.59086474522 5.02464825236 
1.32006 2.43553845734 3.3543582113 4.69867214042 5.55787413908 5.06546377878 
1.3301 2.40965162614 3.25274089588 4.7591237935 5.58339506664 5.08239862864 
1.34003 2.33555317484 3.29348772008 4.61543868586 5.5979596981 5.10027737952 
1.35 2.364768662 3.34458204598 4.65623248404 5.6200699464 5.13577791024 
1.36004 2.38625719922 3.28618518956 4.71356871102 5.65299287862 5.14442906098 
1.37005 2.33151545564 3.30239655734 4.57870811886 5.6535078279 5.1724171277 
1.38005 2.3342988037 3.15923072108 4.62365626488 5.6398090105 5.20566080952 
1.38996 2.20231775726 3.26563654116 4.56099955494 5.68880309572 5.20448827576 
1.39992 2.24536210974 3.1006022843 4.66231782676 5.72579059872 5.22399798176 
1.40997 2.25385628434 3.09350152244 4.63929337304 5.72427665296 5.27080374746 
1.42004 2.2823072689 3.1509967661 4.43958060564 5.75889210302 5.2736916107 
1.43004 1.99210596069 3.14923459698 4.59135745688 5.77557538442 5.3065699539 
1.44 2.1500927783 3.1451908385 4.55537768406 5.8155586022 5.3073590491 
1.45005 2.23377242804 3.01454664056 4.61276317624 5.7713027166 5.36375835188 
1.46008 2.05008051682 2.95831620704 4.51430712822 5.7947153168 5.33809188752 
1.47003 2.1458403425 2.94798855782 4.54143329746 5.79902752086 5.35812035218 
1.47999 2.00222534688 3.08674679464 4.3071842551 5.79739255086 5.42943859618 
1.49001 2.04728074398 2.95750785176 4.45928587684 5.83388592514 5.40058247844 
1.49999 2.07028085758 2.99276716492 4.37376957632 5.81397098828 5.4801658491 
1.51004 1.98791065915 2.9018124503 4.47068220682 5.85725742022 5.42499482154 
1.52009 2.0360735582 2.98417390612 4.43547761996 5.85359322914 5.48053405238 
1.52999 1.9325808898 2.84227606658 4.32646097562 5.82171385146 5.53660761118 
1.53994 1.93448294155 2.8541587909 4.34009451622 5.85977647898 5.51453661574 
1.54996 1.94859081658 2.7280387505 4.30545840104 5.9207947085 5.53439703666 
1.55999 1.97030331665 2.79855334508 4.3744273924 5.87015403258 5.57598440312 
1.57001 1.75783543932 2.63183262532 4.3095929037 5.92271913502 5.60364280644 
1.57996 1.82031229789 2.7087759318 4.299140335 5.93644277374 5.59185244996 
1.59001 1.95226767731 2.67264852502 4.22402102614 5.95770563382 5.62378914 
1.60005 1.85304344333 2.72831968198 4.2834896785 5.98424357302 5.63599840316 
1.61001 1.83589040704 2.65120556544 4.18749910866 5.95321540112 5.6772052482 
1.61999 1.77181260267 2.60971995404 4.2516127698 5.9518903355 5.70997602006 
1.62995 1.68539509417 2.71642394854 4.158647859 5.92135110606 5.73701405176 
1.63995 1.81043149522 2.57467258462 4.14930173702 5.98446220042 5.71467003656 
1.65 1.75278538967 2.54364625036 4.12678385692 6.04785798324 5.72332879108 
1.66008 1.73328885726 2.5454261715 4.1986718051 5.97350930818 5.76927605822 
1.6701 1.69220851049 2.38722930982 4.1425397218 5.99155905108 5.7717971795 
1.68004 1.76631194088 2.50737019834 4.14042319978 6.02770112262 5.7992494423 
1.69 1.82368768893 2.41965755074 4.1060963459 6.02436397032 5.82031496366 
1.69997 1.60814734437 2.53722619604 4.02646772694 6.07396088848 5.82650820014 
1.70995 1.72541040728 2.39312250206 4.02247107148 5.99717739608 5.86863537332 
1.71997 1.69418599517 2.23875441366 4.04143508596 6.00418555204 5.91096975106 
1.73002 1.60838216178 2.26021409062 4.03072406176 6.02210492286 5.89334180458 
1.74004 1.50467012873 2.3603466231 3.9856232343 6.06198330272 5.92587249486 
1.75002 1.59433717825 2.21191969006 3.9736294315 6.07250445166 5.9175772938 
1.76 1.5098117237 2.20309890934 3.8736500625 6.02850957314 5.98083985198 
1.77003 1.54591712396 2.11172244634 3.85819298476 6.06169176918 5.93806983806 
1.78004 1.48673890838 2.18411475852 3.96671730404 6.0952938154 5.97830353062 
1.79 1.44861258251 2.23467631992 3.74355515652 6.08359093162 5.97068370798 
1.80003 1.53891130405 2.10477509428 3.82775225962 6.07930626608 6.03643630336 
1.81002 1.55266321668 2.19065282874 3.90723568016 6.12295617544 6.01986196028 
1.82003 1.47516140926 2.08222379762 3.78629051166 6.10331424448 6.04642178408 
1.83006 1.35609979916 2.21493453438 3.75353175634 6.12520452762 6.07303862862 
1.84004 1.45049812843 2.03727602844 3.76086576672 6.08123928258 6.11810892312 
1.85005 1.41118094259 2.0442962943 3.75610161742 6.05015063866 6.13247346058 
1.86007 1.37910867141 2.12790809992 3.80407955936 6.18609869456 6.13806631536 
1.87003 1.37377578259 2.14241287754 3.68610337854 6.15438135046 6.13421663572 
1.88002 1.33181009489 2.03319655138 3.63670943718 6.08313246334 6.21237315106 
1.89002 1.35725512294 1.97477715289 3.59369335126 6.0904977177 6.18913347038 
1.90002 1.30252464536 2.08999973148 3.53853731964 6.10590433136 6.16502922494 
1.91004 1.16063363377 1.96195328909 3.63385557746 6.0822927366 6.26692264084 
1.92005 1.2303453836 1.95608501731 3.54715788792 6.1137097884 6.2139954241 
1.93001 1.29356226525 1.97203185247 3.52873626672 6.0918718469 6.23647103778 
1.93999 1.30293673075 1.78692349239 3.54367484486 6.18536524338 6.24020425376 
1.94997 1.17416285262 1.91753680946 3.51331945158 6.13202833128 6.26964555642 
1.95999 1.17559558461 1.87196900381 3.5636694384 6.14545735776 6.26425742146 
1.96998 1.20535481244 1.96623769527 3.58608594292 6.08007937662 6.33517207128 
1.97995 1.07699447467 1.8061178118 3.49775047034 6.13807063686 6.3637229269 
1.98998 1.13539361382 1.87371299573 3.39626653208 6.13787059036 6.34758697266 
2.00001 1.14465926822 1.82832088967 3.54240370932 6.12955254718 6.38240360452 
2.01004 1.01703821911 1.96744403387 3.39579044104 6.16580517888 6.38662517134 
2.02001 1.084173931 1.61939643034 3.4171547378 6.15893933402 6.39045486026 
2.02995 1.0374474174 1.67146546956 3.3059169294 6.16394375822 6.41989272332 
2.03993 1.05693102678 1.69829783982 3.2194000181 6.14995640104 6.41995208326 
2.05002 1.08887688686 1.59181477491 3.24121472156 6.1687280563 6.43657243754 
2.06004 1.02694408412 1.72250975375 3.361490757 6.20061867814 6.44531104664 
2.06999 0.973846151928 1.43828590716 3.47574841834 6.06451512446 6.5095152738 
2.07997 0.99646866482 1.54049416073 3.3137974704 6.13569115862 6.51378580576 
2.08997 1.03884590753 1.37884109943 3.1436645424 6.11139566232 6.50358708286 
2.1 0.955583901754 1.59154158464 3.22341108544 6.20198144494 6.47717959448 
2.11005 0.967621316788 1.47617677918 3.35533335004 6.14125351528 6.52723090384 
2.12003 0.9425540891 1.54355351118 3.26305909064 6.1386583287 6.6084159818 
2.13001 0.877392951568 1.59226834808 3.23542132656 6.17908319864 6.57351393684 
2.14 0.89959243919 1.46115308393 3.17609633 6.16619794696 6.5606256792 
2.15 0.963402156474 1.45797196175 2.9207997075 6.12202531648 6.56090182098 
2.16002 0.835940576926 1.4499531348 3.25959236552 6.1617390499 6.56645815212 
2.16999 0.79296115659 1.47962766772 3.01279715342 6.14260376162 6.59453486908 
2.17998 0.885274189498 1.34265430843 3.01050331054 6.21465421712 6.6693005558 
2.19005 0.81031042457 1.56123672653 3.07157304478 6.1149904472 6.7193272071 
2.20008 0.965490751378 1.31168807308 2.86899502586 6.09671792098 6.70378142322 
2.21007 0.812571637252 1.33349663049 3.08879812438 6.17412759902 6.6667082974 
2.22007 0.773962615746 1.32895413461 3.12677459304 6.0887669629 6.71424691996 
2.23003 0.878294610358 1.27525639888 3.00749668086 6.11254926682 6.73058242168 
2.24002 0.800998087434 1.34355101369 2.9770685039 6.20081209766 6.70311709464 
2.25005 0.79209079763 1.12749754546 2.84924638106 6.11387608172 6.72242481926 
2.26002 0.784055759026 1.35652599554 2.9128991607 6.11388573852 6.79508969702 
2.27 0.842989803648 1.31850288337 2.89650644982 6.12700517056 6.77690121552 
2.27999 0.789662046684 1.29300273178 2.9683373095 6.15931159394 6.81605461876 
2.29 0.695040453652 1.30346662066 2.79329225046 6.08771679514 6.85384646476 
2.30005 0.749172794802 1.04204295118 2.7895347108 6.0620936913 6.83029408344 
2.31004 0.637072686482 1.19787494474 2.82372215918 6.1226023457 6.78882846576 
2.32 0.689140793122 1.17168220423 2.71935178648 6.16753319518 6.88904578272 
2.33003 0.738149588744 1.16514133551 2.83370932242 6.138008137 6.84946922742 
2.34003 0.69997927939 1.24526107487 2.7266564536 6.1822271379 6.82808792648 
2.34999 0.710941185736 1.32770747669 2.7493679738 6.09353299 6.8617043024 
2.35999 0.730415226556 1.08748499055 2.7807335899 6.1136385602 6.9169153061 
2.36997 0.585943301184 0.92639280943 2.69684823488 6.09942777594 6.95022117398 
2.38 0.699112445638 1.1102659905 2.93123089794 6.09789272692 6.92876839912 
2.39004 0.61434694112 1.04069288218 2.69547621012 6.05482931232 6.98032320746 
2.4 0.647299829204 1.11744836648 2.73447837914 6.09079926038 6.91745782904 
2.41 0.702150086936 1.11969609262 2.7394415458 6.12772325574 6.95020560174 
2.41999 0.54287868317 0.782165435092 2.63438642876 6.14062284662 6.97175263956 
2.42999 0.623250727126 0.994637438974 2.61830514732 6.01660888834 6.93410913502 
2.44001 0.54368223754 1.12948163044 2.76424076738 6.07655327538 6.93069635576 
2.44999 0.667453676384 0.973006104282 2.68948182584 6.0536803865 6.99496409604 
2.46003 0.652186572122 0.89200851238 2.66593531156 6.0783140572 7.01848266496 
2.47004 0.626656287688 0.8549868226 2.5758461401 6.10646188236 6.99808737714 
2.48002 0.63549435186 0.8032711769 2.46743178452 6.11037578442 7.0838456787 
2.49002 0.686716948426 0.875047543688 2.6692839958 6.08613844102 7.03508699158 
2.50002 0.56726599873 0.852392626626 2.3866726444 6.05287300808 7.0464161632 
2.51003 0.615723497434 0.891758720102 2.53749626486 6.0448943244 7.08775628746 
2.52003 0.607669058254 0.845638422902 2.3631612926 6.0348242926 7.05514393188 
2.53006 0.502593281858 0.875688184038 2.42939611696 5.9792615223 7.09480352018 
2.54004 0.571799736154 0.855047355 2.51305447006 5.96697169976 7.07710028878 
2.55002 0.5858231692 0.759607118564 2.5105595344 6.05281510736 7.08969580732 
2.56 0.42753381541 0.597144996992 2.3557186592 6.0603506739 7.10297515964 
2.56996 0.536018426056 0.666477725768 2.36979331342 5.97265441356 7.15569982382 
2.57998 0.572612293008 0.828786667398 2.27807291614 5.954971072 7.16501884562 
2.59 0.512406111394 0.771455245154 2.29441954006 6.01347238794 7.15493558358 
2.6 0.561084082454 0.701983453362 2.30310279572 5.98508145386 7.14964859104 
2.61002 0.565049575024 0.670152290018 2.31421884698 5.85913235642 7.17693541958 
2.62 0.48779487349 0.725759312414 2.24628955602 6.04225457244 7.20753475434 
2.62999 0.50044373468 0.506811495176 2.311849627 5.97703801412 7.20852668256 
2.64002 0.5045829527 0.579975770976 2.35895100156 6.03142143008 7.19351319008 
2.65004 0.549479790036 0.53822174907 2.17571673118 5.88386418306 7.2704877411 
2.66001 0.502093524166 0.925290825174 2.23730096498 5.9268954964 7.27234641274 
2.66997 0.514252770868 0.635081649264 2.25189573984 5.9712831739 7.24252816398 
2.67996 0.508421768396 0.559581577456 2.2080113877 5.88918520856 7.21299715662 
2.69001 0.47404544697 0.643603061922 1.97712568413 5.9670151418 7.2799229744 
2.70003 0.481441251436 0.589383560706 2.30945584546 5.9198055448 7.19359756944 
2.71001 0.465750917134 0.658951899842 2.06092965072 5.95313954242 7.30989033386 
2.72 0.490306684058 0.664499795052 1.95791620121 5.93263728674 7.29648284308 
2.73003 0.475833003212 0.8330508239 2.11605641534 5.8954433006 7.34252209576 
2.74003 0.441441769694 0.513430191336 2.10835125658 5.99679133524 7.2991241383 
2.74998 0.505462421468 0.560700156208 2.00993242802 5.87569643916 7.3194045325 
2.75995 0.407142318898 0.24121085942 2.08285326414 5.86641500306 7.35379166656 
2.76997 0.426578394872 0.44682379097 1.89401112631 5.83693976656 7.38946731824 
2.77999 0.517174617504 0.515637840326 2.0554711608 5.825990359 7.30004649706 
2.79003 0.420154826072 0.656859476828 2.00953666592 5.81809479014 7.32994137868 
2.8 0.375270005076 0.638025039528 1.84680260687 5.86965739604 7.40086239154 
2.80993 0.372441644426 0.40331065819 1.89443562406 5.78194814264 7.3449624658 
2.81997 0.41519506538 0.280284736636 2.01955603754 5.81446922748 7.39392129604 
2.83001 0.409836034248 0.505356533518 1.91967430806 5.87760485954 7.38901283496 
2.84003 0.402350394588 0.34617628371 1.83260507377 5.83531667024 7.46826070112 
2.85002 0.377341116812 0.516946476198 1.87492880762 5.76433103196 7.45586655628 
2.86 0.365998883972 0.603326036052 1.9286720411 5.85673226318 7.44506560676 
2.87002 0.39461731941 0.195688986506 1.97586283965 5.77071714608 7.45661829474 
2.88001 0.419198452794 0.166531178723 1.85341637515 5.86460938862 7.43950960424 
2.89001 0.312407015482 0.387769405694 1.89606005238 5.74836137538 7.45642107494 
2.89997 0.377698957606 0.414802405646 1.96739145344 5.72218488158 7.49601702634 
2.90995 0.293955503276 0.0950243508654 1.78043757449 5.81917741934 7.470411866 
2.91999 0.320771448458 0.307709302478 1.91934080445 5.73852253148 7.46784070036 
2.93003 0.261650552042 0.326678420168 1.80922828164 5.7149530836 7.58745459228 
2.94002 0.339926791508 0.474778387442 1.73743104849 5.74649653802 7.49337629194 
2.94998 0.395410681622 0.35799538381 1.64844521495 5.75774114428 7.49616140838 
2.95999 0.349716431428 0.34822939104 1.80361388821 5.74152751622 7.4802753345 
2.97002 0.328232966918 0.323447992388 1.74304831402 5.56737367346 7.46012869896 
2.98 0.349781225446 0.388209381784 1.7305619908 5.72201939412 7.55407822392 
2.98999 0.310258535246 0.0576222218242 1.70433639486 5.69796042702 7.52958141684 
2.99999 0.340386202746 0.457307395298 1.65355677858 5.64570466452 7.50181453182 
3.00998 0.351618086368 0.218120006734 1.57746094221 5.66626518884 7.47649663214 
3.02002 0.289331505848 0.13492160832 1.69765593073 5.69982310476 7.6087828833 
3.03004 0.252213430482 0.29139006675 1.66252088886 5.53758646708 7.64331885012 
3.04004 0.284416529618 0.373630474578 1.64219210538 5.6003920999 7.5537583105 
3.05005 0.314147805966 0.238327044542 1.67113003557 5.7030787563 7.5814874997 
3.06004 0.326200389246 0.304018116386 1.5137130492 5.53369095458 7.57160315276 
3.07002 0.356820347508 0.401539005798 1.53241796614 5.54259647088 7.5720508446 
3.08001 0.245822192176 0.084203424322 1.5030867227 5.5630759676 7.63735515862 
3.08998 0.243165018652 0.159096466187 1.44476727781 5.53988345766 7.54847348646 
3.10001 0.262810142272 0.250424048942 1.54971308407 5.4748973798 7.61197472842 
3.11003 0.261190772206 0.185983967179 1.52974847333 5.63086754566 7.52579915934 
3.12002 0.245197669614 0.104402495784 1.40524241475 5.48505540684 7.56480196978 
3.13003 0.263498033266 0.127175657103 1.53317964126 5.51218774844 7.58783616338 
3.14002 0.255317487482 0.205243695936 1.5335542018 5.46363355148 7.5943718448 
3.15 0.292445577408 -0.101978631725 1.48856491108 5.49688925058 7.6131890869 
3.16 0.265704354358 0.23991613316 1.47895733006 5.54719537122 7.56658308156 
3.17001 0.240893248544 0.0631059178354 1.63145845862 5.36998454208 7.61512232248 
3.18001 0.267818400098 0.275419772912 1.43608159469 5.4350544159 7.61876843682 
3.19001 0.185043068517 0.270037326562 1.51177635394 5.38212391582 7.64277785906 
3.19999 0.216187867244 0.26518923386 1.48807904087 5.39726888484 7.53804696942 
3.21 0.230768055458 0.24604761463 1.55902780569 5.36667750492 7.52151659856 
