k[h/Mpc] G1(z=0.00) G1(z=0.50) G1(z=1.00) G1(z=2.00) G1(z=3.00) 
2.22007 1.19298980262 1.49740389542 1.89180390287 2.29593715659 2.2740776789 
2.23003 1.19107867464 1.48782755322 1.87761941096 2.29383227581 2.27833030198 
2.24002 1.1837217742 1.49319943049 1.8742457813 2.30063726796 2.28206380976 
2.25005 1.18508867938 1.47935022347 1.87129381734 2.30076341819 2.2823962754 
2.26002 1.17736079063 1.46824648335 1.86879589564 2.29925563261 2.28871986744 
2.27 1.16745502728 1.48493557058 1.86848690884 2.29673156397 2.28623237854 
2.27999 1.16644547326 1.46276865937 1.8714387014 2.30208839254 2.29581997005 
2.29 1.15813170301 1.47129910799 1.8514149288 2.29969616508 2.30402423924 
2.30005 1.15749023481 1.46439195144 1.86011832592 2.29951569166 2.3028968164 
2.31004 1.15452500981 1.46706379204 1.8534004116 2.3093556738 2.30265619132 
2.32 1.15008939716 1.45288130138 1.84695563255 2.31341722885 2.30983849442 
2.33003 1.14818563981 1.45146585151 1.8566788478 2.31057065047 2.3099346949 
2.34003 1.13920910704 1.44588446453 1.8516439557 2.31375323561 2.30940048529 
2.34999 1.14132921934 1.44473754506 1.84689273602 2.30928321977 2.31505178701 
2.35999 1.13172972104 1.43549273043 1.84721541575 2.31124713231 2.32577998822 
2.36997 1.13543317439 1.4336831202 1.83225505343 2.30835214458 2.32902793583 
2.38 1.12584205333 1.42421967444 1.84416598267 2.31173520938 2.32415622149 
2.39004 1.12577288589 1.41525692714 1.83925964188 2.30994891231 2.33380844897 
2.4 1.12478425788 1.4266993352 1.83513682259 2.31813886042 2.33024905633 
2.41 1.12355472258 1.41788776834 1.82670764567 2.31960961494 2.33503510476 
2.41999 1.11153616075 1.41495477158 1.82591820218 2.3135774576 2.34130378499 
2.42999 1.11442728347 1.40104936204 1.81482300373 2.31326726255 2.33896072755 
2.44001 1.10893403412 1.40487027372 1.81356531458 2.32107829882 2.3445768642 
2.44999 1.11103195925 1.40376963706 1.8111521372 2.31699920944 2.35031241126 
2.46003 1.10793456653 1.3939556723 1.80640306958 2.32231139297 2.34861429508 
2.47004 1.10235887358 1.3932608323 1.8041874176 2.32287384368 2.35369637133 
2.48002 1.10278477387 1.39321119501 1.80917938371 2.3224862239 2.36028484156 
2.49002 1.09308143196 1.38588670961 1.79601308678 2.31831027692 2.36147554934 
2.50002 1.08882997667 1.38500119334 1.79235061259 2.32073957332 2.36398583859 
2.51003 1.08444617713 1.38871506671 1.79000562598 2.31944419278 2.36850543439 
2.52003 1.08630960681 1.37484254374 1.7973905446 2.32359254332 2.36652047004 
2.53006 1.07688419277 1.3646503854 1.78551224354 2.3217432374 2.37340468256 
2.54004 1.07687671164 1.36704061264 1.78367486775 2.31770554534 2.37929629251 
2.55002 1.07675226462 1.36391663753 1.78208552441 2.32901601879 2.37864798972 
2.56 1.06718427907 1.35633996207 1.78442158688 2.33060632172 2.3792776373 
2.56996 1.07055950262 1.36802034413 1.77684615784 2.32191111534 2.37987503734 
2.57998 1.0678661288 1.35998619118 1.76776102539 2.3209028213 2.39011122253 
2.59 1.06373119785 1.35484701329 1.7655670592 2.33053328951 2.39136237894 
2.6 1.06458704117 1.34304089459 1.76625435051 2.32813699135 2.39735071042 
2.61002 1.05778716422 1.35518324775 1.76491941797 2.32466821899 2.39520380509 
2.62 1.05128998976 1.33657450197 1.75796970606 2.32767140648 2.40149266912 
2.62999 1.05168491697 1.33730382207 1.76257789281 2.32871892887 2.4041468921 
2.64002 1.04973040411 1.33394057658 1.75216254051 2.33255395907 2.40647447918 
2.65004 1.04481061314 1.32785512128 1.74880670344 2.32620976061 2.40989695776 
2.66001 1.03818758757 1.32665065546 1.74296864173 2.32614413407 2.40885585045 
2.66997 1.03621792929 1.32074199523 1.74507569699 2.32699843065 2.41360182039 
2.67996 1.03894413924 1.31556054019 1.73905008289 2.32813995702 2.41519981455 
2.69001 1.031268095 1.31936532714 1.73312547919 2.32866584755 2.42014280341 
2.70003 1.03215096825 1.30713260018 1.73589426707 2.3319082729 2.41976699755 
2.71001 1.030489657 1.31106649101 1.72787221699 2.33259209249 2.42679545782 
2.72 1.02738135617 1.30559121543 1.73097940593 2.33258941032 2.42788992716 
2.73003 1.01346605345 1.29387799685 1.72568908493 2.32968344481 2.43283721766 
2.74003 1.01397829005 1.29349352869 1.72575396787 2.33206901652 2.43314274103 
2.74998 1.01576390217 1.28866376969 1.72181514884 2.33097221979 2.43176429124 
2.75995 1.00573659417 1.27993383801 1.7207824182 2.33209276741 2.44282816931 
2.76997 1.00947077003 1.27443129308 1.70839887663 2.32824001733 2.44352137917 
2.77999 1.00680480549 1.28949638832 1.70859484767 2.33251713153 2.44012336473 
2.79003 0.998232241102 1.27862533387 1.70715661886 2.3319382002 2.44395743915 
2.8 0.997892314135 1.27170574331 1.69644188731 2.32622388099 2.45178104086 
2.80993 0.996522611898 1.26441576205 1.70122759882 2.32872306734 2.45218832162 
2.81997 0.998199161302 1.26298844526 1.69507693235 2.32992583201 2.45944674984 
2.83001 0.995125677303 1.2628155094 1.69307664826 2.33583079614 2.45815767243 
2.84003 0.988999316824 1.2569108151 1.69719186349 2.3226194811 2.45865335258 
2.85002 0.983771887883 1.25823446217 1.68353359202 2.33504408958 2.4613557816 
2.86 0.980880044911 1.26360592056 1.68227124455 2.33080273203 2.4624323504 
2.87002 0.984804353129 1.24305610333 1.6805641612 2.32974465532 2.46297879006 
2.88001 0.981710008254 1.23609833353 1.6746493042 2.33165395556 2.46914974162 
2.89001 0.969936612254 1.25362771479 1.67692328536 2.32880195883 2.46897273719 
2.89997 0.973921828904 1.23492253496 1.6743594825 2.32689635433 2.47226165954 
2.90995 0.965949036112 1.23958196099 1.67090369843 2.32956507694 2.47472866343 
2.91999 0.970695422919 1.23023659114 1.66253060542 2.32521250548 2.47893557899 
2.93003 0.96067619669 1.23199492906 1.65694607125 2.3255726659 2.48025142254 
2.94002 0.958963904502 1.2333387727 1.65254154451 2.32409844919 2.48287281476 
2.94998 0.960558298958 1.22467424423 1.65491075324 2.32631795624 2.48382831432 
2.95999 0.958855597699 1.21319697409 1.65044344492 2.32486565056 2.48224322015 
2.97002 0.954476051224 1.21870251609 1.64912479354 2.31883978704 2.48500044232 
2.98 0.952304488736 1.21223554696 1.64252822041 2.32659897765 2.48651105665 
2.98999 0.948306512075 1.2075108667 1.6289676806 2.32094992774 2.48973092256 
2.99999 0.94753778486 1.21226694715 1.63572620291 2.32797010265 2.49602886435 
3.00998 0.940197294087 1.19715506049 1.62979065769 2.32557236511 2.49320969029 
3.02002 0.938520039002 1.20030262252 1.63199633378 2.32578909997 2.49641653274 
3.03004 0.936304886069 1.1906672238 1.62866104485 2.31727135057 2.49947087761 
3.04004 0.933485490753 1.20160586939 1.62519033305 2.31942968213 2.50147045858 
3.05005 0.934598852964 1.18406899421 1.61911860405 2.3197168181 2.50383806896 
3.06004 0.926793329524 1.18783767002 1.61487892862 2.31629762315 2.50056747356 
3.07002 0.92833015527 1.18342110328 1.60802357208 2.31384207207 2.49862627799 
3.08001 0.92459462101 1.17634996588 1.60795456969 2.31823470285 2.50527342166 
3.08998 0.924072883708 1.17348446298 1.6089327184 2.31108085841 2.50582949093 
3.10001 0.920681002627 1.17660938684 1.60036231568 2.31226642368 2.51173637399 
3.11003 0.920959812482 1.17009607628 1.60079459889 2.31698232781 2.50754097145 
3.12002 0.918326521325 1.1702727065 1.59251723209 2.31547480982 2.50847351061 
3.13003 0.919358349607 1.16475400695 1.59921025443 2.30871365216 2.5129950923 
3.14002 0.914075481571 1.16137438961 1.59184148506 2.30968891519 2.51015415543 
3.15 0.908237938136 1.14387507901 1.58050728637 2.31286414457 2.5166227326 
3.16 0.905256357136 1.15555577373 1.58733050711 2.30602213815 2.51499301135 
3.17001 0.907400508162 1.15904373124 1.58112315858 2.30555415173 2.51714447704 
3.18001 0.898202530236 1.15385708479 1.57573543307 2.30734699018 2.51922726178 
3.19001 0.898362063757 1.1515046276 1.56895094035 2.30144249809 2.52331266512 
3.19999 0.896591926779 1.14480165342 1.58066974942 2.30287297192 2.5143422038 
3.21 0.896164065454 1.13770285499 1.56598003293 2.30384116977 2.52225289542 
